title,author,year_published,subjects,edition_count,open_library_key,queried_author,description
"Black Panther ou le retournement du signe africain, Revoir Black Panther, en hommage à Chadwick Boseman",MBEMBE Achille,,,1,/book/show/56601757-black-panther-ou-le-retournement-du-signe-africain-revoir-black-panther,Achille Mbembe,"Black Panther est un blockbuster inédit. Comment interpréter cette apparition de l’Afrique dans la conscience techno-cinématographique de notre temps ? Qu’est-ce qui explique que des foules, aux États-Unis, au Brésil et ailleurs soient prises dans un tel engouement pour ce qui, après tout, n’est qu’un film ? Dans un contexte de reviviscence de BlackLivesMatter, les hommages qui ont suivi la mort de l’acteur principal, Chadwick Boseman, ont pris une résonnance particulière. Bref, de quel projet politique Black Panther est-il le nom ? Deux textes réunis en un volume tête-bêche pour explorer cette question."
Democracia como comunidade de vida,Achille Mbembe,,,1,/book/show/242712866-democracia-como-comunidade-de-vida,Achille Mbembe,"À medida que a escalada tecnológica, a catástrofe ecológica iminente e as guerras de extermínio se desdobram, as questões relativas à habitação do planeta e ao futuro da vida assumem o centro da cena. Baseado nas cosmologias africanas e diaspóricas, o filósofo, teórico político e professor universitário camaronês Achille Mbembe aborda como a democracia substantiva do nosso tempo pode, em última análise, depender da nossa capacidade de conceder a toda e qualquer forma de vida o direito universal de respirar."
Museum of the Revolution,Achille Mbembe,,,1,/book/show/45177883-museum-of-the-revolution,Achille Mbembe,"The streets in Guy rillim s photographs function as silent witnesses to the ebb and flow of political, and social shifts of power and become a museum of the many revolutions that have taken place in African countries over the past 65 years. They reflect a new reality, distinct from the economic stagnation wrought by socialist policies that usually accompanied African nationalism, the reality of re-building and enterprise, and new sets of aspirations imbued with capitalistic values."
"L'État, le marché et la fragilité",Achille Mbembe,,,1,/book/show/242445625-l-tat-le-march-et-la-fragilit,Achille Mbembe,"Et si le Sahel ne manquait ni de ressources, ni d’idées… mais de convergence?? Pourquoi, malgré des décennies d’aide, de réformes et de plans d’investissement, les économies sahéliennes peinent-elles à se transformer?? Dans cet ouvrage rigoureux et stratégique, Étienne Fakaba Sissoko propose une lecture renouvelée de l’investissement public et privé dans les pays de l’Alliance des États du Sahel (AES). S’appuyant sur un cadre institutionnaliste et un modèle ARDL appliqué à plus de trois décennies de données, l’auteur explore les dynamiques croisées qui lient — ou désarticulent — action publique et initiative privée dans un contexte de crise prolongée. À travers une typologie de scénarios prospectifs jusqu’en 2035, une modélisation empirique solide et des recommandations ciblées, ce livre défend l’idée qu’un pacte de confiance public–privé, fondé sur la transparence, l’efficacité et l’intégration régionale, peut devenir le levier d’une souveraineté économique sahélienne crédible."
L'expérience,Achille Mbembe,,,2,/book/show/113155471-l-exp-rience,Achille Mbembe,"L'expérience, en quelque sens qu'on la prenne, paraît classiquement se caractériser par son opposition au concept et ses aspects immédiats, accessibles uniquement au moyen de l'intuition. Or il semble évident, depuis Hegel, et de façon de plus en plus patente jusqu'à ce jour, sur le terrain des sciences, qu'il s'agisse de sciences physiques ou de sciences humaines, que ce n'est pas au concept qu'il faut opposer l'expérience, mais à l'illusion qu'elle nous livre immédiatement les choses mêmes alors qu'elle ne le fait jamais. « Notre expérience », écrivait le psychanalyste Lacan en un sens que ne pouvait plus renier aucun physicien en 1963, « pose et institue qu'aucune intuition, qu'aucune transparence […] ne peuvent être tenues pour originelles et qu'elles ne peuvent donc constituer le départ d'aucune esthétique transcendantale, pour la simple raison que le sujet ne saurait d'aucune façon, être situé dans la conscience, puisqu'il est d'abord et primitivement inconscient ». Mais qu'est-ce qu'une expérience médiate ? Qu'est-ce qu'une expérience indéfiniment construite ? Qu'est-ce qui peut être plus profond que l'opposition du sujet à l'expérience, prise comme objet ? Comment ce à quoi l'on paraît devoir puiser par-delà toute construction, pour tenir un discours vrai, serait-il de nature « fictive » ? Ne sort-on donc jamais de l'artifice ?"
PISEAGRAMA - VEGETALIDADES,Achille Mbembe,,,1,/book/show/207986478-piseagrama---vegetalidades,Achille Mbembe,"A edição ""Vegetalidades"" é feita em parceria com a n-1edicoes, e reúne textos e obras artísticas que se indagam sobre diferentes formas de compreender e relacionar-se com a vida vegetal. A edição é um convite para imaginar novas possibilidades de vida em comum, somando-se, assim, a esforços de colocar em circulação conteúdos férteis para lidar com a urgência da crise ambiental e social."
Apartheid Israel: The Politics of an Analogy,Sean  Jacobs,,,2,/book/show/25330348-apartheid-israel,Achille Mbembe,"In Apartheid The Politics of an Analogy , eighteen scholars of Africa and its diaspora reflect on the similarities and differences between apartheid-era South Africa and contemporary Israel, with an eye to strengthening and broadening today’s movement for justice in Palestine. Contributors include Andy Clarno, Bill Freund, Mahmood Mamdani, Heidi Grunebaum, Shireen Hassim, Sean Jacobs, Robin D. G. Kelley, Arianna Lissoni, Achille Mbembe, Marissa Moorman, Jon Soske, T.J. Tallie, Salim Vally."
Caixa Pandemia - Rexistir,"Jean Yuk Hui Eduardo Viveiros de Castro Achille Mbembe, Carmem Silva, Antonio Negri, Cristina Ribas",,,1,/book/show/61768945-caixa-pandemia---rexistir,Achille Mbembe,"Quando o presente político parece bloqueado, é preciso ter a coragem de atravessá-lo. Com cólera e alegria, xs autorxs reunidxs soltam suas rajadas teóricas, políticas ecológicas ou filosóficas contra os consensos vigentes e a paralisia do pensamento. Num estilo cortante ou incendiário, todxs têm o mesmo sondar as reviravoltas em curso, bem como as insurgências por vir."
Johannesburg: The Elusive Metropolis,Achille Mbembe,,,1,/book/show/89797773-johannesburg,Achille Mbembe,
La guerre du Cameroun. L’invention de la Françafrique (1948-1971),Thomas Deltombe,,,8,/book/show/32761158-la-guerre-du-cameroun-l-invention-de-la-fran-afrique,Achille Mbembe,"La légende veut que la France ait "" généreusement "" amené ses anciennes colonies d'Afrique noire à l'indépendance en 1960. Une décolonisation qui se serait faite dans la compréhension mutuelle et l'intérêt partagé de la France et de l'Afrique. Ce livre raconte une tout autre histoire : celle d'une guerre brutale, violente, meurtrière et méconnue, la guerre du Cameroun, qui a permis à Paris d'inventer un nouveau système de domination : la Françafrique. La légende veut que la France, "" patrie des droits de l'homme "", ait généreusement offert l'indépendance à ses anciennes colonies d'Afrique noire en 1960. Ce livre raconte une tout autre histoire : celle d'une guerre brutale, violente, meurtrière, qui a permis à Paris d'inventer un nouveau système de domination : la Françafrique. Cette guerre secrète a pour théâtre le Cameroun des années 1950 et 1960. Confrontées à un vaste mouvement social et politique, porté par un parti indépendantiste, l'Union des populations du Cameroun (UPC), les autorités françaises décident de passer en force. En utilisant les mêmes méthodes qu'en Algérie (torture, bombardements, internements de masse, action psychologique, etc.), elles parviennent en quelques années à éradiquer militairement les contestataires et à installer à Yaoundé une dictature profrançaise. En pleine guerre froide, et alors que l'opinion française a les yeux tournés vers l'Algérie, la guerre du Cameroun, qui a fait des dizaines de milliers de morts, est à l'époque passée inaperçue. Elle a ensuite été effacée des mémoires par ceux qui l'ont remportée : les Français et leurs alliés camerounais. Le crime fut donc presque parfait : les nouvelles autorités camerounaises ont repris les mots d'ordre de l'UPC pour vider l'"" indépendance "" de son contenu et la mettre au service... de la France ! Mais la mémoire revient depuis quelques années. Et les fantômes du Cameroun viennent hanter l'ancienne métropole. Laquelle, de plus en plus contestée sur le continent africain, devra tôt ou tard regarder son passé en face."
"Decolonizing: The Curriculum, the Museum, and the Mind",Marquard Smith,,,1,/book/show/53959077-decolonizing,Achille Mbembe,"'Decolonizing: The Curriculum, the Museum, and the Mind' tries to identify where we’re at and where we might be going vis-à-vis the idea of decolonizing – better, the process of decolonization – in higher education, museums and galleries, and the ongoing legacies of colonization that shape structures and infrastructures, policies and protocols, mentalities and behaviours, and minds and bodies. Co-authors: Danah Abdulla, Teresa Cisneros, Andrea Francke, Lolita Jablonskiene, Ieva Mazuraite-Novickiene, Achille Mbembe, Almira Ousmanova, Ieva Pleikiene, Marquard Smith, and Michelle Williams Gamaker."
